Zipcode,year,POPULATION,CARE_PROPORTION,FOOD_PROPORTION,GYM_PROPORTION,HOUSING_RATE,Income,PHARMACY_PROPORTION,POP_18_24_BACH,POP_18_24_CS_AS,POP_18_24_HS,POP_18_24_LT_HS,POP_18_24_TOTAL,POP_25OVER_9_12_NODIP,POP_25OVER_ASSOC,POP_25OVER_BACH,POP_25OVER_GRAD_PRO,POP_25OVER_HS,POP_25OVER_LT_9TH,POP_25OVER_SOME_COL,POP_25OVER_TOTAL,RESTAURANT_PROPORTION,TOT_HISP_LATINO,TOT_NOT_HISP_AIAN,TOT_NOT_HISP_ASIAN,TOT_NOT_HISP_BLACK,TOT_NOT_HISP_NHPI,TOT_NOT_HISP_OTHER_RACE,TOT_NOT_HISP_WHITE,gyms,pharmacy,restaurant,total_sum_care,total_sum_food,PROP_18_24_LT_HS,PROP_18_24_HS,PROP_18_24_CS_AS,PROP_18_24_BACH,Education_Level,POP_18_24_LT_HS_PROP,POP_18_24_HS_PROP,POP_18_24_CS_AS_PROP,POP_18_24_BACH_PROP,Lower_Education_18_24,Medium_Education_18_24,Higher_Education_18_24,Lower_Education_18_24_PROP,Medium_Education_18_24_PROP,Higher_Education_18_24_PROP,POP_25OVER_LT_9TH_PROP,POP_25OVER_9_12_NODIP_PROP,POP_25OVER_HS_PROP,POP_25OVER_SOME_COL_PROP,POP_25OVER_ASSOC_PROP,POP_25OVER_BACH_PROP,POP_25OVER_GRAD_PRO_PROP,Lower_Education,Medium_Education,Higher_Education,Lower_Education_PROP,Medium_Education_PROP,Higher_Education_PROP,RACE_TOTAL,TOT_HISP_LATINO_PROP,TOT_NOT_HISP_WHITE_PROP,TOT_NOT_HISP_BLACK_PROP,TOT_NOT_HISP_AIAN_PROP,TOT_NOT_HISP_ASIAN_PROP,TOT_NOT_HISP_NHPI_PROP,TOT_NOT_HISP_OTHER_RACE_PROP,Income_Bin,Income_Low,Income_Medium,Income_High,HOUSING_RATE_Bin,HOUSING_RATE_Low,HOUSING_RATE_Medium,HOUSING_RATE_High,Income_Low,Income_Medium,Income_High,HOUSING_RATE_bin,HOUSING_RATE_Low,HOUSING_RATE_Medium,HOUSING_RATE_High
46772,2015,3430,0,0,0,0.238745121,-0.410344584,0,-0.211764706,-0.074441687,-0.103559871,0.935323383,0.078740157,-0.174688057,-0.105775922,-0.150821089,-0.172428884,-0.190601257,1.211895911,-0.199913706,-0.128798756,0,-0.061959654,0.173913043,-0.04950495,-0.038560411,-0.25,-0.066666667,0.036048947,0,0,0,0,0,11.87860697,-1.315210356,-0.945409429,-2.689411765,Less than High School,11.87860697,-1.315210356,-0.945409429,-2.689411765,0.935323383,-0.178001558,-0.211764706,11.87860697,-2.260619785,-2.689411765,-9.409220643,1.356286838,1.47983772,1.552140044,0.821249565,1.170982501,1.338746505,1.037207854,-0.390514963,-0.429025895,-8.052933805,3.031977764,3.330978571,-0.256729692,0.241341988,-0.140415964,0.150198487,-0.677416944,0.192829081,0.973786858,0.259676495,Low,1,0,0,Medium,0,1,0,TRUE,FALSE,FALSE,Medium,FALSE,TRUE,FALSE
46368,2015,39947,2.50E-05,0.367029212,0,0.054342139,-0.230821773,0,2.058823529,2.610421836,3.477022654,2.890547264,2.748031496,3.524064171,3.027139875,2.227744166,2.329102845,3.634180658,3.003717472,3.124119085,2.857681263,0.379703107,10.47118156,3.913043478,3.782178218,10.98971722,3.75,2.044444444,2.463234484,0,0,1.5,1,1.5,1.051861039,1.265277585,0.949924279,0.749199393,High School,1.051861039,1.265277585,0.949924279,0.749199393,2.890547264,6.08744449,2.058823529,1.051861039,2.215201863,0.749199393,1.051103043,1.233190075,1.271723584,1.093235668,1.059299339,0.779563555,0.815032409,6.527781643,6.758299744,7.583986885,2.284293118,2.364959252,2.653895304,37.4137994,0.279874852,0.065837593,0.293734328,0.104588241,0.101090461,0.100230398,0.054644128,Medium,0,1,0,Medium,0,1,0,FALSE,TRUE,FALSE,Medium,FALSE,TRUE,FALSE
47394,2015,8396,0,0,0,-0.968369393,-0.306804532,0,0.364705882,0.258064516,0.406472492,0.447761194,0.325459318,0.55258467,0.423103688,0.069576491,0.09190372,0.565800582,1.115241636,0.332805983,0.362945681,1.20438304,0.198847262,0.260869565,0.316831683,0.05655527,-0.25,0.133333333,0.433800022,0,0,1,0,0,1.375782378,1.248919511,0.792924037,1.120588235,Less than High School,1.375782378,1.248919511,0.792924037,1.120588235,0.447761194,0.664537008,0.364705882,1.375782378,2.041843549,1.120588235,3.072750813,1.522499645,1.558912563,0.916958103,1.165749341,0.19169946,0.253216183,1.667826306,0.898606565,0.584583899,4.595250458,2.475870666,1.610664984,1.150237136,0.172875015,0.377139642,0.049168357,0.226796334,0.275449012,-0.217346486,0.115918126,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47905,2015,41689,2.40E-05,1.641232485,0,-0.085482954,-0.212827096,4.80E-05,9.717647059,3.933002481,3.181877023,2.253731343,3.572178478,2.411764706,2.970076548,4.55099395,4.919912473,2.5554826,3.639405204,2.761110312,2.877781766,1.940463911,6.83573487,2.086956522,8.415841584,7.686375321,0,4.222222222,3.049498401,0,2,8,1,7,0.630912301,0.890738535,1.101009512,2.72036997,Bachelor's Degree or Higher,0.630912301,0.890738535,1.101009512,2.72036997,2.253731343,7.114879504,9.717647059,0.630912301,1.991748046,2.72036997,1.264656427,0.838063794,0.888004306,0.959457852,1.032071502,1.581424277,1.709619725,6.05116991,5.316592912,12.44098297,2.102720221,1.847462158,4.323115504,32.29662892,0.211654748,0.09442157,0.237993115,0.064618401,0.260579567,0,0.130732599,Medium,0,1,0,Medium,0,1,0,FALSE,TRUE,FALSE,Medium,FALSE,TRUE,FALSE
46038,2015,43112,2.32E-05,2.040506023,0,0.599197027,1.185293356,9.28E-05,6.541176471,2.203473945,1.50420712,1.338308458,1.998250219,0.559714795,2.634655532,8.329732066,7.930853392,0.904230372,0.851301115,2.682295412,2.820830342,2.931898311,3.390489914,2.391304348,30.05940594,6.604113111,2,3.911111111,3.198765296,0,4,12.5,1,9,0.669740178,0.752762144,1.102701716,3.273452148,Bachelor's Degree or Higher,0.669740178,0.752762144,1.102701716,3.273452148,1.338308458,3.707681065,6.541176471,0.669740178,1.855463861,3.273452148,0.301790966,0.198421999,0.320554682,0.950888599,0.933999997,2.952936212,2.81153151,1.41101591,3.586525784,18.89524099,0.500212965,1.271443281,6.69846772,51.55518972,0.06576428,0.062045457,0.128097931,0.046383388,0.583052959,0.038793379,0.075862607,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
47906,2015,73916,1.35E-05,2.975346869,0,0.638785768,-0.324893422,4.06E-05,38.95294118,54.00992556,16.25113269,2.169154229,27.8040245,1.675579323,1.64091858,5.964131374,15.24814004,1.331582403,2.089219331,2.287070329,3.076872458,1.162833487,7.152737752,4.869565217,115.960396,7.326478149,6.25,6.866666667,4.907507441,0,3,8.5,1,22.5,0.078015836,0.584488504,1.942521866,1.40098212,Some College/Associate Degree,0.078015836,0.584488504,1.942521866,1.40098212,2.169154229,70.26105824,38.95294118,0.078015836,2.52701037,1.40098212,0.679007453,0.544572239,0.432771401,0.743310085,0.533307312,1.938374585,4.955727042,3.764798653,3.618652733,22.85319,1.223579692,1.176081486,7.42740894,153.3333513,0.046648284,0.03200548,0.047781374,0.03175803,0.756263364,0.040760865,0.044782603,Low,1,0,0,High,0,0,1,TRUE,FALSE,FALSE,High,FALSE,FALSE,TRUE
47567,2015,6414,0,0,0,-0.809475883,-0.583036955,0,0.411764706,0.054590571,0.147572816,0.288557214,0.141732283,0.365418895,0.130828114,0.029818496,0.067396061,0.308413845,0.379182156,0.155616281,0.175460637,0,-0.027377522,0.608695652,-0.00990099,0.005141388,-0.25,-0.088888889,0.226546136,0,0,0,0,0,2.035931454,1.041208198,0.385166805,2.905228758,Bachelor's Degree or Higher,2.035931454,1.041208198,0.385166805,2.905228758,0.288557214,0.202163386,0.411764706,2.035931454,1.426375003,2.905228758,2.161066799,2.082626064,1.757738094,0.88690138,0.745626579,0.169944078,0.384109294,0.744601051,0.464030126,0.228042672,4.243692863,2.644639475,1.299679951,0.464215776,-0.058975854,0.488019037,0.011075428,1.311234309,-0.021328422,-0.538542663,-0.191481836,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47909,2015,43169,0,0.339635293,0,-0.225441924,-0.197423275,0,4.670588235,4.148883375,2.941100324,2.199004975,3.181977253,3.222816399,3.31802366,3.786084702,3.26214442,2.470687553,2.687732342,3.231123256,2.783022254,0.117121082,8.09221902,2.869565217,5.673267327,7.902313625,1.5,2.555555556,3.072979826,0,0,0.5,0,1.5,0.6910813,0.924299607,1.30386959,1.467825778,Bachelor's Degree or Higher,0.6910813,0.924299607,1.30386959,1.467825778,2.199004975,7.089983698,4.670588235,0.6910813,2.228169196,1.467825778,0.965760277,1.158027534,0.887771396,1.161012368,1.19223756,1.360422,1.172158942,5.910548741,5.701810809,10.36625278,2.123787811,2.048783764,3.724818502,31.66590057,0.255549941,0.097043816,0.249552783,0.090620041,0.179160145,0.047369567,0.080703707,Medium,0,1,0,Low,1,0,0,FALSE,TRUE,FALSE,Low,TRUE,FALSE,FALSE
47918,2015,5102,0,0,0,-0.783602612,-0.367666109,0,-0.129411765,0.210918114,0.106148867,0.611940299,0.199475066,0.342245989,0.122477383,0.031547105,0.146170678,0.231122784,0.479553903,0.170573853,0.160504905,0,0.077809798,0.304347826,-0.01980198,0.015424165,0.5,-0.111111111,0.210009922,0,0,0,0,0,3.067753339,0.532141032,1.057365809,-0.64876161,Less than High School,3.067753339,0.532141032,1.057365809,-0.64876161,0.611940299,0.317066981,-0.129411765,3.067753339,1.589506841,-0.64876161,2.987783469,2.132308594,1.439973335,1.062732958,0.76307564,0.196549161,0.910692903,0.821799893,0.401696637,0.300195166,5.120092063,2.502706293,1.870317704,0.976678619,0.07966776,0.215024592,0.015792467,0.311615121,-0.020274817,0.511939127,-0.113764251,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
46037,2015,46858,4.27E-05,0.208597834,0,1.669563586,2.593259062,0,4.317647059,1.322580645,1.121035599,2.208955224,1.545931759,0.411764706,1.373695198,8.792999136,9.408315098,0.463371166,0.382899628,2.105853588,2.59206748,0.21580093,3.076368876,2.086956522,39.56435644,8.367609254,5.75,5.466666667,3.513614816,0,0,1,2,1,1.428882751,0.72515206,0.855523304,2.792909218,Bachelor's Degree or Higher,1.428882751,0.72515206,0.855523304,2.792909218,2.208955224,2.443616244,4.317647059,1.428882751,1.580675363,2.792909218,0.147719776,0.158855705,0.178765086,0.812422363,0.529961202,3.392272463,3.629656701,0.794664334,2.569224754,19.57500943,0.306575481,0.991187449,7.551890366,67.82557257,0.045357065,0.051803688,0.123369534,0.030769464,0.583325064,0.084776284,0.080598902,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
46077,2015,34056,2.94E-05,0.14350595,0,2.906915875,3.972631133,0,3.341176471,1.071960298,0.639482201,1.144278607,1.034995626,0.040998217,1.050800278,5.166378565,9.634135667,0.341431385,-0.208178439,0.843664605,1.73241206,0,1.631123919,1.086956522,22.94059406,2.23907455,1.5,2.622222222,2.703891522,0,0,0,1,0.5,1.105587868,0.61785981,1.03571481,3.228203471,Bachelor's Degree or Higher,1.105587868,0.61785981,1.03571481,3.228203471,1.144278607,1.711442498,3.341176471,1.105587868,1.65357462,3.228203471,-0.120166814,0.023665396,0.197084397,0.486988416,0.606553315,2.982188062,5.561110944,-0.167180221,1.185095991,15.85131451,-0.096501418,0.684072813,9.149852321,34.7238628,0.046974149,0.077868397,0.0644823,0.031302869,0.660657894,0.043197959,0.075516432,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
47558,2015,4604,0,0,0,0.667687109,0.160868644,0,0.235294118,-0.086848635,-0.147572816,1.154228856,0.131233596,0.051693405,0.100208768,-0.137856525,-0.055142232,-0.190601257,3.910780669,-0.190709046,0.002692032,0,-0.099423631,-0.347826087,-0.02970297,-0.015424165,-0.25,-0.111111111,0.158747657,0,0,0,0,0,8.795223881,-1.124504854,-0.6617866,1.792941176,Less than High School,8.795223881,-1.124504854,-0.6617866,1.792941176,1.154228856,-0.234421451,0.235294118,8.795223881,-1.786291455,1.792941176,1452.724659,19.20237671,-70.80201357,-70.84205379,37.22421712,-51.209104,-20.48350109,3.962474074,-0.381310303,-0.092789989,1471.927036,-141.6440674,-34.46838798,-0.694740307,0.143109058,-0.228499276,0.022201338,0.500656265,0.042754062,0.35984669,0.159931862,Medium,0,1,0,High,0,0,1,FALSE,TRUE,FALSE,High,FALSE,FALSE,TRUE
47601,2015,13566,0,0.360256424,0,-0.351114753,-0.008479167,0,0.952941176,0.895781638,0.691262136,0.134328358,0.635170604,1.037433155,1.217814892,0.626188418,0.830634573,1.119969984,0.167286245,0.977707464,0.871679828,0.372696447,0.154178674,0.695652174,0.415841584,0.200514139,0.25,0.311111111,1.078491897,0,0,0.5,0,0.5,0.211483903,1.088309396,1.410300843,1.500291687,Bachelor's Degree or Higher,0.211483903,1.088309396,1.410300843,1.500291687,0.134328358,1.587043774,0.952941176,0.211483903,2.498610239,1.500291687,0.191912489,1.19015391,1.284841003,1.121635988,1.397089681,0.718369748,0.952912465,1.2047194,2.097677448,2.674637884,1.382066399,2.40647699,3.068371894,3.10578958,0.049642344,0.347252082,0.064561405,0.22398561,0.133892388,0.080494829,0.100171342,Medium,0,1,0,Low,1,0,0,FALSE,TRUE,FALSE,Low,TRUE,FALSE,FALSE
46072,2015,8592,0,0,0,-0.541108127,-0.308076407,0,0.058823529,0.600496278,0.310679612,0.268656716,0.359580052,0.483065954,0.52052888,0.588159032,0.442013129,0.53353344,0.855018587,0.47950525,0.47421632,0.588454376,0.208933718,0,0.198019802,0.020565553,0.25,0.511111111,0.554624628,0,0,0.5,0,0,0.747140211,0.864006803,1.669993298,0.163589523,Some College/Associate Degree,0.747140211,0.864006803,1.669993298,0.163589523,0.268656716,0.91117589,0.058823529,0.747140211,2.534000102,0.163589523,1.80301384,1.018661597,1.125084518,1.01115299,1.097661253,1.240275814,0.932091771,1.338084541,1.013038689,1.550701041,2.821675437,2.136237508,3.270028838,1.743254811,0.119852655,0.318154652,0.011797216,0,0.113592001,0.143409901,0.293193575,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
46040,2015,16680,0,0,0,1.619978353,1.851520362,0,0.470588235,0.493796526,0.108737864,0.39800995,0.307086614,0.260249554,0.569241475,1.256266206,1.600875274,0.426976831,-0.159851301,0.435783115,0.559404164,0,0.811239193,1.217391304,7.653465347,2.277634961,2.25,1.4,1.106272737,0,0,0,0,0,1.296083684,0.354095096,1.608004072,1.532428356,Some College/Associate Degree,1.296083684,0.354095096,1.608004072,1.532428356,0.39800995,0.60253439,0.470588235,1.296083684,1.962099168,1.532428356,-0.285752791,0.465226345,0.763270743,0.779012999,1.017585339,2.245721944,2.86175073,0.100398253,0.862759947,3.426382955,0.179473554,1.542283742,6.125058012,16.71600354,0.04853069,0.066180456,0.136254755,0.072827892,0.45785258,0.134601551,0.083752076,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
47882,2015,7984,0.000125251,3.672774535,0,-0.735017554,-0.763172151,0.000125251,-0.211764706,0.322580645,0.204530744,0.616915423,0.266841645,0.445632799,0.619345859,0.345289542,0.196936543,0.442735203,0.405204461,0.393786855,0.368569036,3.799599198,0.04610951,0.52173913,0.099009901,-0.002570694,0,0.022222222,0.487487598,0,1,3,1,3,2.311915831,0.766487347,1.208884188,-0.793596914,Less than High School,2.311915831,0.766487347,1.208884188,-0.793596914,0.616915423,0.527111389,-0.211764706,2.311915831,1.975371535,-0.793596914,1.099399086,1.209089086,1.201227342,1.068420883,1.680406653,0.936838173,0.534327422,0.85083726,0.836522058,1.161571944,2.308488172,2.269648225,3.151572247,1.173997667,0.03927564,0.41523728,-0.002189693,0.444412408,0.084335688,0,0.018928677,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47591,2015,25378,3.94E-05,0.77031108,0,-0.734871022,-0.706408837,0,0.8,5.595533499,2.961812298,1.76119403,3.334208224,2.702317291,3.419624217,1.270095073,1.497592998,1.896632586,1.256505576,1.578886811,1.715183058,0.398455355,1.017291066,1.956521739,2.485148515,1.650385604,2,1.555555556,2.077720207,0,0,1,1,2,0.528219569,0.888310537,1.678219572,0.239937024,Some College/Associate Degree,0.528219569,0.888310537,1.678219572,0.239937024,1.76119403,8.557345796,0.8,0.528219569,2.566530109,0.239937024,0.732578118,1.575527042,1.105790182,0.920535452,1.99373717,0.740501177,0.87313887,3.958822867,3.475519398,6.187312288,2.30810516,2.026325634,3.607377218,12.74262269,0.079833727,0.163052792,0.129516948,0.153541527,0.195026454,0.15695356,0.122074991,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47586,2015,10947,0,0,0,-0.636480831,-0.549402925,0,0.647058824,0.578163772,0.608414239,0.850746269,0.598425197,0.622103387,0.474599861,0.210458081,0.587308534,0.96651346,0.94795539,0.52150151,0.587042355,0,0.056195965,0.739130435,0.693069307,0.082262211,0.25,0.222222222,0.767280344,0,0,0,0,0,1.421641791,1.016692216,0.966142092,1.08126935,Less than High School,1.421641791,1.016692216,0.966142092,1.08126935,0.850746269,1.186578011,0.647058824,1.421641791,1.982834308,1.08126935,1.614798971,1.059724877,1.646411801,0.888354147,0.808459317,0.358505787,1.000453424,1.570058777,1.48801497,1.272366476,2.674523848,2.534765948,2.167418528,2.810160484,0.019997422,0.27303791,0.029273136,0.26302072,0.246629796,0.088962891,0.079078125,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47885,2015,9256,0,0,0,-0.76604892,-0.124314012,0,0.352941176,0.265508685,0.269255663,0.940298507,0.367454068,0.898395722,0.469032707,0.219965428,0.214442013,0.611574899,0.394052045,0.379979865,0.420495334,0.546240277,0.021613833,1.043478261,0.03960396,0.015424165,-0.25,0.2,0.577334362,0,0,0.5,0,0,2.558955224,0.732760055,0.722562921,0.960504202,Less than High School,2.558955224,0.732760055,0.722562921,0.960504202,0.940298507,0.534764348,0.352941176,2.558955224,1.455322976,0.960504202,0.937113953,2.136517696,1.454415424,0.903648232,1.115429041,0.523110271,0.509974775,1.292447767,0.991554764,0.903440148,3.07363165,2.358063656,2.148514086,1.647454581,0.013119532,0.35044023,0.009362422,0.633388181,0.024039485,-0.151749252,0.121399401,Medium,0,1,0,Low,1,0,0,FALSE,TRUE,FALSE,Low,TRUE,FALSE,FALSE
46074,2015,44075,0,0.332653793,0,1.752698779,2.108439127,0,2.176470588,1.910669975,0.794822006,0.756218905,1.228346457,0.303030303,1.21085595,5.824978392,7.454704595,0.475752744,0.970260223,1.237163814,1.868569036,0.114713556,3.821325648,1.826086957,37.97029703,3.953727506,5.5,3.377777778,3.205930989,0,0,0.5,0,1.5,0.61563975,0.647066633,1.555481326,1.771870287,Bachelor's Degree or Higher,0.61563975,0.647066633,1.555481326,1.771870287,0.756218905,2.705491982,2.176470588,0.61563975,2.202547959,1.771870287,0.519253078,0.162172388,0.254608063,0.662091574,0.648012424,3.117347168,3.989525917,1.273290526,1.712916558,14.49053894,0.681425466,0.916699638,7.754885509,59.65514591,0.064056932,0.053741064,0.066276386,0.03061072,0.636496591,0.092196573,0.056621734,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
47901,2015,4497,0,4.347110205,0,-0.141924386,-1.284169866,0,2.823529412,0.272952854,0.357281553,-0.243781095,0.375328084,-0.176470588,-0.114126653,0.092912705,0.375492341,-0.240502767,0.118959108,0.169998562,-0.032603494,6.745830554,0.296829971,0.434782609,1.03960396,1.223650386,-0.25,0.2,-0.09877632,0,0,3,0,2,-0.649514664,0.951917985,0.727238023,7.522830111,Bachelor's Degree or Higher,-0.649514664,0.951917985,0.727238023,7.522830111,-0.243781095,0.630234407,2.823529412,-0.649514664,1.679156007,7.522830111,-3.648661369,5.412628171,7.376594963,-5.214121025,3.500442436,-2.84977758,-11.51693574,-0.05751148,-0.070504205,0.354278394,1.763966802,2.162473938,-10.86627088,2.846090606,0.104293929,-0.034705965,0.42994077,0.152764851,0.365274373,-0.08783979,0.070271832,Low,1,0,0,Medium,0,1,0,TRUE,FALSE,FALSE,Medium,FALSE,TRUE,FALSE
47904,2015,16112,6.21E-05,0.303329112,0,-1.018479247,-1.355960148,0,3.894117647,1.76674938,1.491262136,2.39800995,1.829396325,1.998217469,0.595685456,0.623595506,0.841137856,1.051683707,2.100371747,1.047892996,0.938083274,0,3.296829971,1.956521739,2.792079208,3.994858612,0.75,2.022222222,0.865174733,0,0,0,1,0.5,1.31082036,0.815166246,0.9657554,2.128635328,Bachelor's Degree or Higher,1.31082036,0.815166246,0.9657554,2.128635328,2.39800995,3.258011516,3.894117647,1.31082036,1.780921646,2.128635328,2.239003515,2.130106703,1.121098453,1.117057542,0.635002747,0.664754956,0.896655851,4.098589216,2.099576703,2.060418817,4.369110218,2.238155995,2.196413554,15.67768648,0.210288041,0.055185102,0.254811743,0.124796585,0.178092553,0.047838691,0.128987285,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47933,2015,28319,0,0.8628904,0,-0.412960774,-0.515816002,0,1.376470588,3.203473945,2.12038835,2.661691542,2.407699038,2.868092692,1.576896312,1.525929127,1.744420131,2.660538411,1.323420074,1.86077952,1.924563293,0.178537378,2.796829971,2.043478261,1.940594059,0.714652956,1.75,1.066666667,2.322897145,0,0,0.5,0,2.5,1.1054918,0.880670016,1.330512616,0.571695451,Some College/Associate Degree,1.1054918,0.880670016,1.330512616,0.571695451,2.661691542,5.323862295,1.376470588,1.1054918,2.211182632,0.571695451,0.687646948,1.490256362,1.382411491,0.966858054,0.819352794,0.792870327,0.906397902,4.191512766,4.521317931,4.84724557,2.17790331,2.349269545,2.518621024,12.63511906,0.22135367,0.1838445,0.056560841,0.161730036,0.153587319,0.13850285,0.084420785,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
46034,2015,7335,0,0,0,0.623994718,0.628212073,0,0.317647059,0.372208437,0.434951456,0.213930348,0.330708661,0.04456328,-0.006958942,0.662489196,0.622319475,0.225494794,-0.022304833,0.25744283,0.249401771,0,0.053314121,-0.086956522,0.138613861,0.05655527,-0.25,0.288888889,0.369088303,0,0,0,0,0,0.646884624,1.315210356,1.125487416,0.960504202,High School,0.646884624,1.315210356,1.125487416,0.960504202,0.213930348,0.807159893,0.317647059,0.646884624,2.440697772,0.960504202,-0.089433337,0.178680687,0.904142715,1.03224139,-0.027902537,2.656313122,2.495248823,0.022258447,0.482937625,1.277849729,0.08924735,1.936384105,5.123659407,0.569503923,0.09361502,0.648087377,0.099306199,-0.152688187,0.243394041,-0.438978539,0.507264089,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
46106,2015,9616,0,0,0,1.0258283,1.600537014,0,1.188235294,0.064516129,0.072491909,-0.014925373,0.124234471,0.042780749,0.144745999,0.449870354,0.308971554,0.208610825,-0.085501859,0.168272688,0.185510888,0,0.188760807,0.173913043,3.01980198,0.200514139,-0.25,0.2,0.467644141,0,0,0,0,0,-0.120138743,0.58350882,0.519309405,9.564457332,Bachelor's Degree or Higher,-0.120138743,0.58350882,0.519309405,9.564457332,-0.014925373,0.137008038,1.188235294,-0.120138743,1.102818225,9.564457332,-0.46089941,0.230610447,1.124520652,0.907077154,0.780256083,2.425034777,1.665517088,-0.04272111,0.376883513,0.903587907,-0.230288964,2.031597806,4.870807948,4.00063411,0.047182722,0.116892504,0.050120589,0.043471369,0.754830834,-0.062490094,0.049992075,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
46033,2015,39859,0,0.367839533,0,2.359795831,3.932826154,0,6.764705882,1.439205955,1.395469256,2.223880597,1.864391951,0.249554367,1.208072373,8.182800346,12.34748359,0.344057781,-0.208178439,1.749173019,2.552105767,0.380541408,1.906340058,0.913043478,31.91089109,2.259640103,1.75,2.533333333,3.124462573,0,0,1.5,0,1.5,1.192818171,0.748484918,0.771943879,3.628371104,Bachelor's Degree or Higher,1.192818171,0.748484918,0.771943879,3.628371104,2.223880597,2.834675211,6.764705882,1.192818171,1.520428797,3.628371104,-0.081571243,0.097783709,0.134813292,0.685384219,0.473362973,3.206293584,4.838155122,0.041375929,2.0932308,21.73835631,0.016212466,0.820197512,8.517811679,44.39771063,0.042937801,0.070374407,0.050895419,0.020565103,0.718750824,0.039416447,0.057059999,High,0,0,1,High,0,0,1,FALSE,FALSE,TRUE,High,FALSE,FALSE,TRUE
46107,2015,12962,0,0,0,-0.851655994,-0.903172622,0,0.835294118,0.923076923,0.491909385,0.845771144,0.693788276,0.973262032,0.416144746,0.362575627,0.466520788,0.80555295,0.970260223,0.868402129,0.63992582,0,1.07925072,0.565217391,1.702970297,1.514138817,0.5,0.444444444,0.788997905,0,0,0,0,0,1.219062318,0.709019454,1.330487923,1.20396113,Some College/Associate Degree,1.219062318,0.709019454,1.330487923,1.20396113,0.845771144,1.414986308,0.835294118,1.219062318,2.039507377,1.20396113,1.516207337,1.520898208,1.258822391,1.357035616,0.65030154,0.566590088,0.72902323,1.943522255,1.673955079,1.24524116,3.037105545,2.615858006,1.945914858,6.595019576,0.163646326,0.119635415,0.229588222,0.085703672,0.258220658,0.075814786,0.067390921,Low,1,0,0,Low,1,0,0,TRUE,FALSE,FALSE,Low,TRUE,FALSE,FALSE
47932,2015,5342,0,0.914870582,0,-0.371100947,0.109805215,0,0.152941176,0.17617866,-0.00776699,0.233830846,0.103237095,-0.055258467,0.135003479,0.154278306,0.067396061,0.168089297,-0.074349442,0.19243492,0.11312515,0,0.001440922,-0.086956522,0.118811881,0.017994859,0,-0.111111111,0.163929005,0,0,0,0,0.5,2.264988616,-0.075234491,1.706544139,1.481455633,Less than High School,2.264988616,-0.075234491,1.706544139,1.481455633,0.233830846,0.16841167,0.152941176,2.264988616,1.631309649,1.481455633,-0.657231771,-0.488471991,1.485870278,1.701079918,1.193399346,1.363784327,0.5957655,-0.129607909,0.360524218,0.356677847,-1.145703762,3.186950197,3.152949173,0.104109034,0.013840511,1.574589627,0.172846275,-0.83524473,1.141225473,0,-1.067257155,Medium,0,1,0,Low,1,0,0,FALSE,TRUE,FALSE,Low,TRUE,FALSE,FALSE
47532,2015,4363,0,0,0,0.105821923,-0.0879007,0,0.552941176,0.138957816,0.031067961,0.36318408,0.155730534,0.049910873,0.175365344,0.043647364,0.189934354,0.192102054,0.171003717,-0.077951963,0.076034937,0,-0.031700288,-0.130434783,0.02970297,-0.033419023,0,-0.111111111,0.095799802,0,0,0,0,0,2.332131477,0.1994982,0.89229654,3.550627892,Bachelor's Degree or Higher,2.332131477,0.1994982,0.89229654,3.550627892,0.36318408,0.170025778,0.552941176,2.332131477,1.09179474,3.550627892,2.24901506,0.656420268,2.526497198,-1.025212444,2.306378519,0.574043536,2.497987938,0.220914591,0.114150091,0.408947063,2.905435328,1.501284754,5.378409994,-0.181162433,0.174982681,-0.52880611,0.18446994,0.719988026,-0.163957669,0,0.613323133,Medium,0,1,0,Medium,0,1,0,FALSE,TRUE,FALSE,Medium,FALSE,TRUE,FALSE
